id,col,sp,ud
4772_19,forms,עם היא,עם_ _היא
4772_21,forms,ל היא,ל_ _היא
4773_8,forms,ו ב הן,ו ב_ _הן
4773_9,forms,כ ה אלו,כ ה_ אלו
4773_21,forms,ב ה רמה,ב ה_ רמה
4774_12,forms,חשיבותה,חשיבות_ _של_ _היא
4774_29,forms,ב ה רמה,ב ה_ רמה
4775_1,forms,ב היעדרם,ב היעדר_ _של_ _הם
4775_18,forms,ב ה יחסים,ב ה_ יחסים
4776_20,forms,ב פעולותיה,ב פעולה_ _של_ _היא
4776_24,forms,ב ה מפרץ,ב ה_ מפרץ
4776_28,forms,ב ה אינטרסים,ב ה_ אינטרסים
4777_1,forms,מקורה,מקור_ _של_ _היא
4777_5,forms,ב ה מצב,ב ה_ מצב
4777_27,forms,ב שטחה,ב שטח_ _של_ _היא
4778_2,forms,פגיעתו,פגיעה_ _של_ _הוא
4779_1,forms,תגובתה,תגובה_ _של_ _היא
4779_16,forms,ב ה מפרץ,ב ה_ מפרץ
4780_2,forms,כ ה זה,כ ה_ זה
4780_4,forms,ב היעדרו,ב היעדר_ _של_ _הוא
4780_21,forms,מפקדיו,מפקד_ _של_ _הוא
4780_29,forms,עיתויה,עיתוי_ _של_ _היא
4781_19,forms,ב ה דרג,ב ה_ דרג
4781_25,forms,ב ה מהלכים,ב ה_ מהלכים
4783_3,forms,ש ב ה מקרים,ש ב ה_ מקרים
4783_4,forms,כ ה אלה,כ ה_ אלה
4783_11,forms,ב ה מצב,ב ה_ מצב
4784_8,forms,ב ה אזור,ב ה_ אזור
4784_15,forms,ש ב הוא,ש ב_ _הוא
4785_6,forms,כ ה זאת,כ ה_ זאת
4785_11,forms,ב ה מפרץ,ב ה_ מפרץ
4785_16,forms,ש ל אורם,ש ל אור_ _של_ _הם
4785_28,forms,בעקבותי היא,בעקבות_ _היא
4786_1,forms,העברתם,העברה_ _של_ _הם
4786_16,forms,ל ה בעיה,ל ה_ בעיה
4786_23,forms,ב ה אזור,ב ה_ אזור
4788_10,forms,יעדיה,יעד_ _של_ _היא
4788_18,forms,ב ה אזור,ב ה_ אזור
4790_7,forms,תוכניותיו,תוכנית_ _של_ _הוא
4790_19,forms,ל היא,ל_ _היא
4790_27,forms,בין היא,בין_ _היא
4793_1,forms,תפקידם,תפקיד_ _של_ _הם
4794_2,forms,מ בחינתו,מ בחינה_ _של_ _הוא
4794_8,forms,ש פירושה,ש פירוש_ _של_ _היא
4795_12,forms,שיחותיה,שיחה_ _של_ _היא
4796_17,forms,אנשיה,איש_ _של_ _היא
4797_8,forms,ניהולם,ניהול_ _של_ _הם
4797_14,forms,ב ה מערכת,ב ה_ מערכת
4799_1,forms,ב ה פרשה,ב ה_ פרשה
4800_4,forms,ב ה שבועיים,ב ה_ שבועיים
4801_5,forms,של הוא,של_ _הוא
4801_24,forms,של הוא,של_ _הוא
4802_28,forms,התרחשותם,התרחשות_ _של_ _הם
4802_32,forms,ב ה עתיד,ב ה_ עתיד
4804_10,forms,ניהולם,ניהול_ _של_ _הם
4805_7,forms,ל ה רבעון,ל ה_ רבעון
4805_13,forms,ב ה שבוע,ב ה_ שבוע
4806_14,forms,ב ה רבעון,ב ה_ רבעון
4807_9,forms,ב ה ימים,ב ה_ ימים
4808_1,forms,ב ה פיקוח,ב ה_ פיקוח
4808_6,forms,את הם,את_ _הם
4810_19,forms,אצל הם,אצל_ _הם
4813_12,forms,ב ה כנסת,ב ה_ כנסת
4813_14,forms,את הוא,את_ _הוא
4814_8,forms,ב ה ממשלה,ב ה_ ממשלה
4815_2,forms,ל אתם,ל_ _אתם
4816_1,forms,ב ה ליכוד,ב ה_ ליכוד
4816_8,forms,אלי הוא,אל_ _הוא
4818_19,forms,נגד היא,נגד_ _היא
4818_21,forms,ב ה משטרה,ב ה_ משטרה
4819_3,forms,כ ה זה,כ ה_ זה
4819_19,forms,ב ה מדינה,ב ה_ מדינה
4820_13,forms,ל פתחו,ל פתח_ _של_ _הוא
4821_2,forms,"ח""ך","ח""כ"
4821_6,forms,רכבו,רכב_ _של_ _הוא
4821_9,forms,ב אוזניו,ב אוזן_ _של_ _הוא
4821_15,forms,ב ה עיתון,ב ה_ עיתון
4821_17,forms,לפי היא,לפי_ _היא
4821_22,forms,ל ה עיתוי,ל ה_ עיתוי
4823_12,forms,ב ה ימים,ב ה_ ימים
4824_3,forms,עם הם,אתם _הם
4824_4,forms,ב חדרו,ב חדר_ _של_ _הוא
4824_5,forms,ב ה כנסת,ב ה_ כנסת
4825_2,forms,עולמו,עולם_ _של_ _הוא
4825_9,forms,חבריו,חבר_ _של_ _הוא
4826_2,forms,מ הן,מן_ _הן
4826_23,forms,ל ה אגודה,ל ה_ אגודה
4826_25,forms,ל היא,ל_ _היא
4827_12,forms,מ בחינתו,מ בחינה_ _של_ _הוא
4828_2,forms,כ ה זה,כ ה_ זה
4828_26,forms,ב ה מגעים,ב ה_ מגעים
4829_2,forms,ל אני,ל_ _אני
4829_8,forms,"ח""ך","ח""כ"
4830_2,forms,ל הוא,ל_ _הוא
4830_5,forms,ל אני,ל_ _אני
4830_9,forms,ל אתה,ל_ _אתה
4831_5,forms,ממצאי,ממצא_ _של_ _אני
4831_8,forms,ל אתה,ל_ _אתה
4831_12,forms,ל אני,ל_ _אני
4832_4,forms,ל ה דברים,ל ה_ דברים
4832_13,forms,ל דבריו,ל דבר_ _של_ _הוא
4833_8,forms,הולדתו,הולדת_ _של_ _הוא
4833_17,forms,ב ה חודשים,ב ה_ חודשים
4834_5,forms,במקום הם,במקום_ _הם
4834_14,forms,ל אני,ל_ _אני
4835_1,forms,יחסי,יחס_ _של_ _אני
4835_12,forms,אלי הוא,אל_ _הוא
4836_9,forms,של אנחנו,של_ _אנחנו
4837_6,forms,סביב הוא,סביב_ _הוא
4839_12,forms,ל ה ממלכה,ל ה_ ממלכה
4840_5,forms,ב ה צורה,ב ה_ צורה
4840_23,forms,ב ה ארמון,ב ה_ ארמון
4842_12,forms,ב ה דת,ב ה_ דת
4842_20,forms,ל ה ממשלה,ל ה_ ממשלה
4843_20,forms,ב ה חוקה,ב ה_ חוקה
4844_21,forms,ב הוא,ב_ _הוא
4844_24,forms,ו ב מקומו,ו ב מקום_ _של_ _הוא
4845_3,forms,ב ה מסמך,ב ה_ מסמך
4845_10,forms,ל ה חוקה,ל ה_ חוקה
4845_12,forms,עלי היא,על_ _היא
4846_8,forms,ל ה חוקה,ל ה_ חוקה
4847_8,forms,של היא,של_ _היא
4847_13,forms,ב ה טקס,ב ה_ טקס
4847_14,forms,ב הוא,ב_ _הוא
4847_19,forms,ב ה ארמון,ב ה_ ארמון
4848_11,forms,ב ה היכל,ב ה_ היכל
4849_9,forms,ל ה פרקליטות,ל ה_ פרקליטות
4850_5,forms,ל ה דין,ל ה_ דין
4850_19,forms,ב ה מחשב,ב ה_ מחשב
4850_37,forms,ל הוא,ל_ _הוא
4851_14,forms,ביני הם,בין_ _הם
4851_26,forms,ל ה מחשב,ל ה_ מחשב
4854_6,forms,ב ה מחשב,ב ה_ מחשב
4856_4,forms,ב ה משטרה,ב ה_ משטרה
4857_4,forms,ב ה מעשה,ב ה_ מעשה
4859_8,forms,ל היא,ל_ _היא
4860_6,forms,מאמציו,מאמץ_ _של_ _הוא
4860_11,forms,ב ה תוהו,ב ה_ תוהו
4861_12,forms,התפתחותה,התפתחות_ _של_ _היא
4861_26,forms,מ צדו,מ צד_ _של_ _הוא
4863_12,forms,ב מלואה,ב מלוא_ _של_ _היא
4864_6,forms,ל הם,ל_ _הם
4866_1,forms,ב ה כניסה,ב ה_ כניסה
4867_1,forms,ל ה עובדים,ל ה_ עובדים
4867_2,forms,ב ה שטח,ב ה_ שטח
4868_27,forms,ב ה כנסת,ב ה_ כנסת
4869_8,forms,מימונו,מימון_ _של_ _הוא
4870_12,forms,ל ה שירות,ל ה_ שירות
4872_7,forms,"ח""ך","ח""כ"
4872_17,forms,ל ה שר,ל ה_ שר
4872_46,forms,ב ה מליאה,ב ה_ מליאה
4875_4,forms,"ח""ך","ח""כ"
4876_1,forms,"ח""ך","ח""כ"
4876_10,forms,ב ה מועד,ב ה_ מועד
4876_18,forms,ל ה מוסד,ל ה_ מוסד
4876_19,forms,ו ל עובדיו,ו ל עובד_ _של_ _הוא
4877_5,forms,ב ידיה,ב יד_ _של_ _היא
4878_6,forms,"ח""ך","ח""כ"
4879_6,forms,ב הבטחתו,ב הבטחה_ _של_ _הוא
4880_1,forms,"ח""ך","ח""כ"
4881_13,forms,מ עמדתו,מ עמדה_ _של_ _הוא
4881_18,forms,ב ה מדינה,ב ה_ מדינה
4882_13,forms,"ל ה מו""ם","ל ה_ מו""ם"
4883_22,forms,מ הכנסתם,מ הכנסה_ _של_ _הם
4883_36,forms,ב ה מדינה,ב ה_ מדינה
4883_38,forms,ב ה עיקר,ב ה_ עיקר
4883_65,forms,ב ה מדינה,ב ה_ מדינה
4884_9,forms,ב ה הסתדרות,ב ה_ הסתדרות
4884_33,forms,שכרו,שכר_ _של_ _הוא
4887_4,forms,שכרם,שכר_ _של_ _הם
4888_16,forms,הכנסתם,הכנסה_ _של_ _הם
4889_12,forms,הכנסתם,הכנסה_ _של_ _הם
4890_1,forms,הכנסתו,הכנסה_ _של_ _הוא
4891_9,forms,שכרו,שכר_ _של_ _הוא
4891_13,forms,ש הכנסתו,ש הכנסה_ _של_ _הוא
4893_13,forms,ב מסגרתו,ב מסגרת_ _של_ _הוא
4893_27,forms,ב השתכרותם,ב השתכרות_ _של_ _הם
4894_9,forms,כ ה זה,כ ה_ זה
4895_2,forms,ב פרסומיו,ב פרסום_ _של_ _הוא
4898_1,forms,ב ה ידיעה,ב ה_ ידיעה
4898_15,forms,משפחתו,משפחה_ _של_ _הוא
4898_36,forms,ב היא,ב_ _היא
4900_7,forms,ב ה תרופה,ב ה_ תרופה
4904_3,forms,ב ה סוכנות,ב ה_ סוכנות
4904_7,forms,ל ה עיתון,ל ה_ עיתון
4905_23,forms,ב ידו,ב יד_ _של_ _הוא
4906_1,forms,ב ה שבוע,ב ה_ שבוע
4906_9,forms,מ עבודתו,מ עבודה_ _של_ _הוא
4907_7,forms,ב ה מפעל,ב ה_ מפעל
4909_11,forms,ו ב ה הפסקות,ו ב ה_ הפסקות
4911_12,forms,ב ה מזרח,ב ה_ מזרח
4912_3,forms,ספרו,ספר_ _של_ _הוא
4913_1,forms,ב ביתו,ב בית_ _של_ _הוא
4914_24,forms,כישוריו,כישורים_ _של_ _הוא
4915_14,forms,ש ב הוא,ש ב_ _הוא
4917_14,forms,ב ה מקום,ב ה_ מקום
4921_10,forms,ב ה בד,ב ה_ בד
4921_16,forms,ב ה לילות,ב ה_ לילות
4923_5,forms,ב ה מאהל,ב ה_ מאהל
4924_12,forms,ל הצבתם,ל הצבה_ _של_ _הם
4925_10,forms,ב ה מאהל,ב ה_ מאהל
4926_6,forms,ב ה בירה,ב ה_ בירה
4926_12,forms,ו ילדיהם,ו ילד_ _של_ _הם
4926_15,forms,ב ה לילה,ב ה_ לילה
4926_16,forms,ב ה חושך,ב ה_ חושך
4926_18,forms,ב ה אתר,ב ה_ אתר
4928_11,forms,"ב ה או""ם","ב ה_ או""ם"
4928_13,forms,ב ה עמדה,ב ה_ עמדה
4928_19,forms,"ב ה או""ם","ב ה_ או""ם"
4931_15,forms,הצעתם,הצעה_ _של_ _הם
4931_40,forms,"ב ה או""ם","ב ה_ או""ם"
4935_21,forms,ש ב הם,ש ב_ _הם
4935_32,forms,ב ה מחוזות,ב ה_ מחוזות
4936_9,forms,ב מוחם,ב מוח_ _של_ _הם
4936_17,forms,פעילותו,פעילות_ _של_ _הוא
4936_35,forms,ב חייו,ב חיים_ _של_ _הוא
4937_12,forms,פעילותו,פעילות_ _של_ _הוא
4937_18,forms,מ מנהיגיו,מ מנהיג_ _של_ _הוא
4939_17,forms,גידולם,גידול_ _של_ _הם
4939_21,forms,ב ה גוף,ב ה_ גוף
4941_3,forms,ל ה ארץ,ל ה_ ארץ
4941_14,forms,ב ה עבודות,ב ה_ עבודות
4942_7,forms,ש ב הוא,ש ב_ _הוא
4942_14,forms,ב תחומו,ב תחום_ _של_ _הוא
4942_25,forms,פעולתו,פעולה_ _של_ _הוא
4942_30,forms,ו ממצאיהם,ו ממצא_ _של_ _הם
4942_36,forms,ל עבודתו,ל עבודה_ _של_ _הוא
4944_16,forms,ב ה חומר,ב ה_ חומר
4944_22,forms,ל ה שלב,ל ה_ שלב
4944_25,forms,מחקרו,מחקר_ _של_ _הוא
4944_39,forms,ב ה גוף,ב ה_ גוף
4944_50,forms,ל הוא,ל_ _הוא
4944_54,forms,פרטיו,פרט_ _של_ _הוא
4946_6,forms,תכונותיו,תכונה_ _של_ _הוא
4947_54,forms,גידולם,גידול_ _של_ _הם
4948_12,forms,של הם,של_ _הם
4948_20,forms,ב הם,ב_ _הם
4948_28,forms,ל הם,ל_ _הם
4948_37,forms,ל הם,ל_ _הם
4948_39,forms,ש ב ה בדיקה,ש ב ה_ בדיקה
4948_45,forms,ב הם,ב_ _הם
4951_9,forms,ב ה שנים,ב ה_ שנים
4953_5,forms,ב ה מפרץ,ב ה_ מפרץ
4953_22,forms,ב ה בעיה,ב ה_ בעיה
4954_18,forms,בסיסה,בסיס_ _של_ _היא
4954_22,forms,ב ה אזור,ב ה_ אזור
4955_7,forms,ב זכויותיה,ב זכות_ _של_ _היא
4956_26,forms,פסיקתו,פסיקה_ _של_ _הוא
4956_27,forms,ו החלטותיו,ו החלטה_ _של_ _הוא
4957_10,forms,עלי היא,על_ _היא
4959_7,forms,דיוניה,דיון_ _של_ _היא
4960_12,forms,ב ה ימים,ב ה_ ימים
4960_21,forms,ש אלי הם,ש אל_ _הם
4961_11,forms,עם הן,עם_ _הן
4962_6,forms,ב ה ימים,ב ה_ ימים
4962_22,forms,ל הוא,ל_ _הוא
4963_8,forms,כ ה אלה,כ ה_ אלה
4964_10,forms,ל הוא,ל_ _הוא
4964_17,forms,ל ה פרשה,ל ה_ פרשה
4965_1,forms,ב ה דיונים,ב ה_ דיונים
4965_17,forms,ל ה סיוע,ל ה_ סיוע
4965_19,forms,ל הוא,ל_ _הוא
4966_9,forms,ב סוכנותו,ב סוכנות_ _של_ _הוא
4966_15,forms,ש ל הם,ש ל_ _הם
4966_19,forms,את הוא,את_ _הוא
4966_23,forms,ל הם,ל_ _הם
4969_7,forms,תגובתו,תגובה_ _של_ _הוא
4970_13,forms,חשבונותיו,חשבון_ _של_ _הוא
4971_2,forms,ב ה בנק,ב ה_ בנק
4971_5,forms,טענתו,טענה_ _של_ _הוא
4972_8,forms,ל ה מגזר,ל ה_ מגזר
4972_12,forms,כוונתה,כוונה_ _של_ _היא
4976_13,forms,ל ה מוביל,ל ה_ מוביל
4977_1,forms,ל דבריו,ל דבר_ _של_ _הוא
4977_6,forms,ש בגלל הוא,ש בגלל_ _הוא
4977_8,forms,ב אפשרותה,ב אפשרות_ _של_ _היא
4979_21,forms,מקורה,מקור_ _של_ _היא
4980_9,forms,ב ה חקלאים,ב ה_ חקלאים
4980_12,forms,ל ה גשמים,ל ה_ גשמים
4980_14,forms,ב ה יומיים,ב ה_ יומיים
4981_7,forms,ב ה צפון,ב ה_ צפון
4982_7,forms,"ח""ך","ח""כ"
4983_1,forms,"ח""ך","ח""כ"
4983_30,forms,חובותיה,חוב_ _של_ _היא
4984_1,forms,"ח""ך","ח""כ"
4984_17,forms,ל ה טיפול,ל ה_ טיפול
4985_5,forms,"ח""ך","ח""כ"
4985_31,forms,החלטתה,החלטה_ _של_ _היא
4985_39,forms,ל ה מוביל,ל ה_ מוביל
4986_7,forms,הבנתי,הבנה_ _של_ _אני
4986_28,forms,ל ה משק,ל ה_ משק
4987_4,forms,ב דעתה,ב דעה_ _של_ _היא
4987_12,forms,ב ה נושא,ב ה_ נושא
4987_13,forms,ש ב הוא,ש ב_ _הוא
4987_17,forms,ש ב ידם,ש ב יד_ _של_ _הם
4987_20,forms,ל ה מצוקה,ל ה_ מצוקה
4987_31,forms,תפעולה,תפעול_ _של_ _היא
4987_37,forms,חובותיה,חוב_ _של_ _היא
4989_14,forms,ש ב מהלכו,ש ב מהלך_ _של_ _הוא
4989_21,forms,ארצו,ארץ_ _של_ _הוא
4990_23,forms,גורלן,גורל_ _של_ _הן
4994_12,forms,ש היקפו,ש היקף_ _של_ _הוא
4996_3,forms,ב ה תחום,ב ה_ תחום
4997_1,forms,ביקורו,ביקור_ _של_ _הוא
4997_11,forms,ב הוא,ב_ _הוא
4997_14,forms,ל ה סיפוק,ל ה_ סיפוק
4998_14,forms,עמיתו,עמית_ _של_ _הוא
4998_23,forms,ב ה עיר,ב ה_ עיר
4999_4,forms,הולדתו,הולדת_ _של_ _הוא
4999_12,forms,אלי היא,אל_ _היא
5000_2,forms,מ צדו,מ צד_ _של_ _הוא
5000_6,forms,ב ביתו,ב בית_ _של_ _הוא
5001_3,forms,ב ה עיר,ב ה_ עיר
5001_7,forms,ב ה המון,ב ה_ המון
5001_11,forms,ל הוא,ל_ _הוא
5002_12,forms,ל ביטחונו,ל ביטחון_ _של_ _הוא
5003_8,forms,ל ארצו,ל ארץ_ _של_ _הוא
5004_13,forms,עם היא,אתה _היא
5005_2,forms,מ צדו,מ צד_ _של_ _הוא
5005_5,forms,ש ארצו,ש ארץ_ _של_ _הוא
5005_15,forms,בריתה,ברית_ _של_ _היא
5005_20,forms,ב שיקומה,ב שיקום_ _של_ _היא
5007_18,forms,עבודתו,עבודה_ _של_ _הוא
5007_19,forms,ב ה חברה,ב ה_ חברה
5007_26,forms,עלי הוא,על_ _הוא
5009_12,forms,ש משכורתו,ש משכורת_ _של_ _הוא
5010_11,forms,את הן,את_ _הן
5010_18,forms,משפחתו,משפחה_ _של_ _הוא
5010_19,forms,ו עובדיו,ו עובד_ _של_ _הוא
5010_26,forms,מ הן,מן_ _הן
5011_5,forms,עלי הם,על_ _הם
5012_5,forms,ל ה מידע,ל ה_ מידע
5014_2,forms,דינו,דין_ _של_ _הוא
5015_1,forms,כ ה זכור,כ ה_ זכור
5015_14,forms,ב רשותו,ב רשות_ _של_ _הוא
5016_21,forms,ל ה פרלמנט,ל ה_ פרלמנט
5017_8,forms,ב ה עולם,ב ה_ עולם
5017_15,forms,ב ה מזרח,ב ה_ מזרח
5019_16,forms,ב ה ידיעה,ב ה_ ידיעה
5020_9,forms,3,2.1
5023_4,forms,ש ב הוא,ש ב_ _הוא
5023_17,forms,משמעותן,משמעות_ _של_ _הן
5023_21,forms,ב ה עתיד,ב ה_ עתיד
5023_26,forms,ב ה מקום,ב ה_ מקום
5023_29,forms,ב ה סביבה,ב ה_ סביבה
5024_8,forms,ב ה שנים,ב ה_ שנים
5028_11,forms,כהונתה,כהונה_ _של_ _היא
5030_1,forms,סיעתו,סיעה_ _של_ _הוא
5031_8,forms,ל ה קואליציה,ל ה_ קואליציה
5032_5,forms,ל הוא,ל_ _הוא
5032_7,forms,ב ה פרלמנט,ב ה_ פרלמנט
5033_4,forms,משימתו,משימה_ _של_ _הוא
5033_9,forms,ל ה אלימות,ל ה_ אלימות
5033_10,forms,ב ה מדינה,ב ה_ מדינה
5034_7,forms,ב ה פרלמנט,ב ה_ פרלמנט
5035_19,forms,ב הן,ב_ _הן
5037_20,forms,ל ה נשיא,ל ה_ נשיא
5037_25,forms,עלי הוא,על_ _הוא
5038_22,forms,ל ה מוסלמים,ל ה_ מוסלמים
5039_6,forms,שמחתם,שמחה_ _של_ _הם
5039_9,forms,מינויו,מינוי_ _של_ _הוא
5039_11,forms,ל הוא,ל_ _הוא
5040_12,forms,פניו,פנים_ _של_ _הוא
5040_17,forms,מ מכוניתו,מ מכונית_ _של_ _הוא
5040_20,forms,מ ביתו,מ בית_ _של_ _הוא
5041_5,forms,ב הוא,ב_ _הוא
5041_11,forms,אלי הוא,אל_ _הוא
5041_14,forms,ב רגלו,ב רגל_ _של_ _הוא
5042_4,forms,את הוא,את_ _הוא
5042_6,forms,את הוא,את_ _הוא
5045_5,forms,כ ה זאת,כ ה_ זאת
5047_9,forms,מ הם,מן_ _הם
5048_7,forms,את הוא,את_ _הוא
5048_12,forms,ב ה היסטוריה,ב ה_ היסטוריה
5049_23,forms,ל הן,ל_ _הן
5050_25,forms,ל ה קסטות,ל ה_ קסטות
5051_15,forms,ב ה אש,ב ה_ אש
5059_11,forms,ממן הוא,מן_ _הוא
5061_9,forms,ב ה לילה,ב ה_ לילה
5063_10,forms,כ ה חשוד,כ ה_ חשוד
5063_11,forms,ב ה מעשה,ב ה_ מעשה
5064_21,forms,מעצרו,מעצר_ _של_ _הוא
5065_4,forms,ל ה מלון,ל ה_ מלון
5067_5,forms,ב ה פעם,ב ה_ פעם
5070_4,forms,צוותו,צוות_ _של_ _הוא
5070_8,forms,ב דרכו,ב דרך_ _של_ _הוא
5070_14,forms,מ הם,מהם _הם
5073_1,forms,ב ה הודעה,ב ה_ הודעה
5073_7,forms,ל ה עולם,ל ה_ עולם
5074_2,forms,ל אנחנו,ל_ _אנחנו
5074_6,forms,ב ה נוסעים,ב ה_ נוסעים
5074_7,forms,ו ב ה צוות,ו ב ה_ צוות
5074_11,forms,ב ה הודעה,ב ה_ הודעה
5075_7,forms,אגודליהם,אגודל_ _של_ _הם
5075_15,forms,דרישותינו,דרישה_ _של_ _אנחנו
5076_13,forms,ל ה שלטון,ל ה_ שלטון
5080_8,forms,שחרורם,שחרור_ _של_ _הם
5081_4,forms,ל היא,ל_ _היא
5081_6,forms,ב ה ממשלה,ב ה_ ממשלה
5082_5,forms,ל ה אספה,ל ה_ אספה
5082_16,forms,ל ה אופוזיציה,ל ה_ אופוזיציה
5084_6,forms,ב ה בוקר,ב ה_ בוקר
5085_9,forms,מ הם,מן_ _הם
5087_5,forms,ל ה טיול,ל ה_ טיול
5088_28,forms,גבו,גב_ _של_ _הוא
5089_1,forms,ב ה אוטובוס,ב ה_ אוטובוס
5089_13,forms,ש חלקם,ש חלק_ _של_ _הם
5091_10,forms,מ הם,מן_ _הם
5093_1,forms,מצבם,מצב_ _של_ _הם
5096_16,forms,ב היא,ב_ _היא
5096_20,forms,ידידיה,ידיד_ _של_ _היא
5098_7,forms,ש ב רשותו,ש ב רשות_ _של_ _הוא
5100_21,forms,מול היא,מול_ _היא
5103_15,forms,ב ה עיר,ב ה_ עיר
5106_9,forms,את הוא,את_ _הוא
5106_12,forms,ל ה מרכז,ל ה_ מרכז
5107_1,forms,ל ה ילד,ל ה_ ילד
5107_4,forms,ב ראשו,ב ראש_ _של_ _הוא
5108_15,forms,סמכויותיו,סמכות_ _של_ _הוא
5108_19,forms,ב תפקידו,ב תפקיד_ _של_ _הוא
5108_24,forms,ב תקופתו,ב תקופה_ _של_ _הוא
5109_18,forms,ב פניה,ב פנים_ _של_ _היא
5109_20,forms,העברתו,העברה_ _של_ _הוא
5109_23,forms,מ תפקידו,מ תפקיד_ _של_ _הוא
5110_13,forms,ממצאיה,ממצא_ _של_ _היא
5110_27,forms,ל ה ישיבה,ל ה_ ישיבה
5111_8,forms,ממן הוא,מן_ _הוא
5111_10,forms,ש ב הוא,ש ב_ _הוא
5111_29,forms,נגד הוא,נגד_ _הוא
5112_8,forms,יציאתו,יציאה_ _של_ _הוא
5113_15,forms,עם הוא,עם_ _הוא
5113_17,forms,ל הוא,ל_ _הוא
5113_23,forms,ב ה קרן,ב ה_ קרן
5114_4,forms,ב היעדרותו,ב היעדרות_ _של_ _הוא
5114_8,forms,ב ה קרן,ב ה_ קרן
5115_12,forms,אלי היא,אל_ _היא
5115_17,forms,שאלותיה,שאלה_ _של_ _היא
5116_8,forms,מסקנותיה,מסקנה_ _של_ _היא
5116_11,forms,עם הוא,עם_ _הוא
5117_13,forms,ל היא,ל_ _היא
5117_17,forms,כ ה אלה,כ ה_ אלה
5121_1,forms,ב תקופתו,ב תקופה_ _של_ _הוא
5122_6,forms,כדאיותם,כדאיות_ _של_ _הם
5125_4,forms,ממן הוא,מן_ _הוא
5126_16,forms,ל ה אספה,ל ה_ אספה
5127_1,forms,ב ה אספה,ב ה_ אספה
5127_10,forms,עלי היא,על_ _היא
5127_22,forms,מ תפקידו,מ תפקיד_ _של_ _הוא
5129_14,forms,ל אני,ל_ _אני
5130_2,forms,של אני,של_ _אני
5130_11,forms,נגד אני,נגד_ _אני
5133_4,forms,ב עיני,ב עין_ _של_ _אני
5136_14,forms,ל ה משמרת,ל ה_ משמרת
5141_8,forms,ב ה סיורים,ב ה_ סיורים
5142_10,forms,ב ה משטרה,ב ה_ משטרה
5143_11,forms,כ ה אלה,כ ה_ אלה
5144_13,forms,עלי הוא,על_ _הוא
5144_20,forms,עלי הוא,על_ _הוא
5146_8,forms,ב ה עבר,ב ה_ עבר
5146_10,forms,ב ה עולם,ב ה_ עולם
5147_23,forms,מטרתם,מטרה_ _של_ _הם
5148_9,forms,מ צדם,מ צד_ _של_ _הם
5149_14,forms,ביטחונם,ביטחון_ _של_ _הם
5149_26,forms,ל הם,ל_ _הם
5149_27,forms,ב ה ימים,ב ה_ ימים
5150_5,forms,ב ה מקצוע,ב ה_ מקצוע
5150_18,forms,ל הוא,ל_ _הוא
5150_25,forms,תפקודם,תפקוד_ _של_ _הם
5150_28,forms,של הם,של_ _הם
5151_21,forms,עלי הם,על_ _הם
5152_7,forms,ב ה שבוע,ב ה_ שבוע
5152_10,forms,מושבו,מושב_ _של_ _הוא
5152_15,forms,נאמנותו,נאמנות_ _של_ _הוא
5152_17,forms,יריבו,יריב_ _של_ _הוא
5152_18,forms,ל ה עם,ל ה_ עם
5152_27,forms,מגוריו,מגורים_ _של_ _הוא
5153_4,forms,התנצלותו,התנצלות_ _של_ _הוא
5153_19,forms,ו משפחתו,ו משפחה_ _של_ _הוא
5153_21,forms,ב הוא,ב_ _הוא
5154_10,forms,של הוא,של_ _הוא
5154_12,forms,ב ה התקפה,ב ה_ התקפה
5154_29,forms,ל ה מעשה,ל ה_ מעשה
5155_22,forms,עלי היא,על_ _היא
5156_5,forms,ל ה פלשתינאים,ל ה_ פלשתינאים
5156_6,forms,ב ה שטחים,ב ה_ שטחים
5158_9,forms,ל ה קונגרס,ל ה_ קונגרס
5158_20,forms,עמודו,עמוד_ _של_ _הוא
5159_14,forms,נאמנותו,נאמנות_ _של_ _הוא
5159_17,forms,ל ה קהילה,ל ה_ קהילה
5159_19,forms,ו ל ה עם,ו ל ה_ עם
5160_19,forms,ב חתימתו,ב חתימה_ _של_ _הוא
5160_22,forms,ל ה סנאטור,ל ה_ סנאטור
5160_24,forms,ב מושבו,ב מושב_ _של_ _הוא
5161_3,forms,עלי הוא,על_ _הוא
5161_6,forms,ב מדינתו,ב מדינה_ _של_ _הוא
5161_8,forms,ל היא,ל_ _היא
5162_9,forms,מ חבריו,מ חבר_ _של_ _הוא
5163_2,forms,ב ה קהילה,ב ה_ קהילה
5163_9,forms,תבוסתו,תבוסה_ _של_ _הוא
5164_32,forms,עלי הוא,על_ _הוא
5166_3,forms,יהדותו,יהדות_ _של_ _הוא
5166_6,forms,ב ה מכתב,ב ה_ מכתב
5167_4,forms,מטהו,מטה_ _של_ _הוא
5167_12,forms,ל ה נשיאות,ל ה_ נשיאות
5168_11,forms,מ השקפותיו,מ השקפה_ _של_ _הוא
5169_6,forms,בחירתו,בחירה_ _של_ _הוא
5169_24,forms,ב ה סיוע,ב ה_ סיוע
5170_28,forms,ש את היא,ש אותו_ _היא
5171_16,forms,ש ב סופו,ש ב סוף_ _של_ _הוא
5173_11,forms,"ש "" ב סופו","ש "" ב __ _של_ _הוא"
5175_5,forms,רעייתו,רעייה_ _של_ _הוא
5175_14,forms,של הוא,של_ _הוא
5176_11,forms,ב ה התקפה,ב ה_ התקפה
